year,facility,month,traffic
2018,Lincoln Tunnel,Dec,"1,330,127"
2018,Holland Tunnel,Jan,"1,086,414"
2018,Holland Tunnel,Feb,"1,039,416"
2018,Holland Tunnel,Mar,"1,171,366"
2018,Holland Tunnel,Apr,"1,168,331"
2018,Holland Tunnel,May,"1,248,648"
2018,Holland Tunnel,Jun,"1,243,676"
2018,Holland Tunnel,Jul,"1,251,774"
2018,Holland Tunnel,Aug,"1,270,737"
2018,Holland Tunnel,Sep,"1,212,724"
2018,Holland Tunnel,Oct,"1,278,950"
2018,Holland Tunnel,Nov,"1,205,211"
2018,Holland Tunnel,Dec,"1,282,520"
2018,Goethals Bridge,Jan,"1,066,035"
2018,Goethals Bridge,Feb,"1,052,465"
2018,Goethals Bridge,Mar,"1,174,165"
2018,Goethals Bridge,Apr,"1,242,677"
2018,Goethals Bridge,May,"1,277,667"
2018,Goethals Bridge,Jun,"1,283,749"
2018,Goethals Bridge,Jul,"1,410,456"
2018,Goethals Bridge,Aug,"1,435,758"
2018,Goethals Bridge,Sep,"1,306,556"
2018,Goethals Bridge,Oct,"1,351,330"
2018,Goethals Bridge,Nov,"1,295,461"
2018,Goethals Bridge,Dec,"1,351,997"
2018,Outerbridge Crossing,Jan,"1,091,251"
2018,Outerbridge Crossing,Feb,"1,022,961"
2018,Outerbridge Crossing,Mar,"1,138,674"
2018,Outerbridge Crossing,Apr,"1,203,353"
2018,Outerbridge Crossing,May,"1,266,029"
2018,Outerbridge Crossing,Jun,"1,300,530"
2018,Outerbridge Crossing,Jul,"1,310,667"
2018,Outerbridge Crossing,Aug,"1,323,731"
2018,Outerbridge Crossing,Sep,"1,201,614"
2018,Outerbridge Crossing,Oct,"1,220,949"
2018,Outerbridge Crossing,Nov,"1,155,750"
2018,Outerbridge Crossing,Dec,"1,224,331"
2018,Bayonne Bridge,Jan,"6,237"
2018,Bayonne Bridge,Feb,"83,540"
2018,Bayonne Bridge,Mar,"4,410"
2018,Bayonne Bridge,Apr,"9,037"
2018,Bayonne Bridge,May,"246,900"
2018,Bayonne Bridge,Jun,"266,132"
2018,Bayonne Bridge,Jul,"219,853"
2018,Bayonne Bridge,Aug,"244,093"
2018,Bayonne Bridge,Sep,"218,168"
2018,Bayonne Bridge,Oct,"225,530"
2018,Bayonne Bridge,Nov,"19,260"
2018,Bayonne Bridge,Dec,"224,045"
2019,Bayonne Bridge,Jan,"8,399,371"
2019,Bayonne Bridge,Feb,"7,904,169"
2019,Bayonne Bridge,Mar,"9,144,855"
2019,Bayonne Bridge,Apr,"9,210,806"
2019,Bayonne Bridge,May,"9,724,774"
2019,Bayonne Bridge,Jun,"9,720,676"
2019,Bayonne Bridge,Jul,"9,872,238"
2019,Bayonne Bridge,Aug,"10,091,355"
2019,Bayonne Bridge,Sep,"9,433,397"
2019,Bayonne Bridge,Oct,"9,540,159"
2019,Bayonne Bridge,Nov,"9,287,870"
2019,Bayonne Bridge,Dec,"9,465,110"
2019,George Washington Bridge,Jan,"3,575,199"
2019,George Washington Bridge,Feb,"3,366,075"
2019,George Washington Bridge,Mar,"3,893,602"
2019,George Washington Bridge,Apr,"3,918,710"
2019,George Washington Bridge,May,"4,136,028"
2019,George Washington Bridge,Jun,"4,161,458"
2019,George Washington Bridge,Jul,"4,315,761"
2019,George Washington Bridge,Aug,"4,374,108"
2019,George Washington Bridge,Sep,"4,004,852"
2019,George Washington Bridge,Oct,"4,061,636"
2019,George Washington Bridge,Nov,"3,989,057"
2019,George Washington Bridge,Dec,"4,012,105"
2019,Lincoln Tunnel,Jan,"1,180,091"
2019,Lincoln Tunnel,Feb,"1,119,844"
2019,Lincoln Tunnel,Mar,"1,317,523"
2019,Lincoln Tunnel,Apr,"1,292,726"
2019,Lincoln Tunnel,May,"1,344,294"
2019,Lincoln Tunnel,Jun,"1,317,860"
2019,Lincoln Tunnel,Jul,"1,262,364"
2019,Lincoln Tunnel,Aug,"1,329,733"
2019,Lincoln Tunnel,Sep,"1,313,111"
2019,Lincoln Tunnel,Oct,"1,304,263"
2019,Lincoln Tunnel,Nov,"1,261,677"
2019,Lincoln Tunnel,Dec,"1,273,817"
2019,Holland Tunnel,Jan,"1,161,741"
2019,Holland Tunnel,Feb,"1,083,719"
2019,Holland Tunnel,Mar,"1,217,840"
2019,Holland Tunnel,Apr,"1,248,989"
2019,Holland Tunnel,May,"1,308,409"
2019,Holland Tunnel,Jun,"1,278,609"
2019,Holland Tunnel,Jul,"1,277,907"
2019,Holland Tunnel,Aug,"1,304,354"
2019,Holland Tunnel,Sep,"1,263,253"
2019,Holland Tunnel,Oct,"1,313,534"
2019,Holland Tunnel,Nov,"1,266,028"
2019,Holland Tunnel,Dec,"1,308,498"
2019,Goethals Bridge,Jan,"1,209,579"
2019,Goethals Bridge,Feb,"1,139,663"
2019,Goethals Bridge,Mar,"1,313,981"
2019,Goethals Bridge,Apr,"1,370,389"
2019,Goethals Bridge,May,"1,421,857"
2019,Goethals Bridge,Jun,"1,430,192"
2019,Goethals Bridge,Jul,"1,455,159"
2019,Goethals Bridge,Aug,"1,479,286"
2019,Goethals Bridge,Sep,"1,337,964"
2019,Goethals Bridge,Oct,"1,351,494"
2019,Goethals Bridge,Nov,"1,300,313"
2019,Goethals Bridge,Dec,"1,356,032"
2019,Outerbridge Crossing,Jan,"1,085,139"
2019,Outerbridge Crossing,Feb,"1,015,924"
2019,Outerbridge Crossing,Mar,"1,168,007"
2019,Outerbridge Crossing,Apr,"1,175,002"
2019,Outerbridge Crossing,May,"1,235,445"
2019,Outerbridge Crossing,Jun,"1,246,344"
2019,Outerbridge Crossing,Jul,"1,269,437"
2019,Outerbridge Crossing,Aug,"1,295,800"
2019,Outerbridge Crossing,Sep,"1,215,474"
2019,Outerbridge Crossing,Oct,"1,210,509"
2019,Outerbridge Crossing,Nov,"1,178,547"
2019,Outerbridge Crossing,Dec,"1,214,875"
2019,Bayonne Bridge,Jan,"187,622"
2019,Bayonne Bridge,Feb,"178,944"
2019,Bayonne Bridge,Mar,"233,902"
2019,Bayonne Bridge,Apr,"204,990"
2019,Bayonne Bridge,May,"278,741"
2019,Bayonne Bridge,Jun,"286,213"
2019,Bayonne Bridge,Jul,"291,610"
2019,Bayonne Bridge,Aug,"308,074"
2019,Bayonne Bridge,Sep,"298,743"
2019,Bayonne Bridge,Oct,"298,723"
2019,Bayonne Bridge,Nov,"292,248"
2019,Bayonne Bridge,Dec,"299,783"
2020,Bayonne Bridge,Jan,"8,719,766"
2020,Bayonne Bridge,Feb,"8,492,197"
2020,Bayonne Bridge,Mar,"6,456,792"
2020,Bayonne Bridge,Apr,"3,446,043"
2020,Bayonne Bridge,May,"5,548,460"
2020,Bayonne Bridge,Jun,"7,096,905"
2020,Bayonne Bridge,Jul,"8,238,320"
2020,Bayonne Bridge,Aug,"8,710,828"
2020,Bayonne Bridge,Sep,"8,352,603"
2020,Bayonne Bridge,Oct,"8,512,919"
2020,Bayonne Bridge,Nov,"7,762,308"
2020,Bayonne Bridge,Dec,"7,595,392"
2020,George Washington Bridge,Jan,"3,720,343"
2020,George Washington Bridge,Feb,"3,619,349"
2020,George Washington Bridge,Mar,"2,788,888"
2020,George Washington Bridge,Apr,"1,529,569"
2020,George Washington Bridge,May,"2,529,460"
2020,George Washington Bridge,Jun,"3,200,525"
2020,George Washington Bridge,Jul,"3,698,076"
2020,George Washington Bridge,Aug,"3,818,395"
2020,George Washington Bridge,Sep,"3,611,734"
2020,George Washington Bridge,Oct,"3,657,912"
2020,George Washington Bridge,Nov,"3,345,556"
2020,George Washington Bridge,Dec,"3,264,746"
2020,Lincoln Tunnel,Jan,"1,170,919"
2020,Lincoln Tunnel,Feb,"1,148,542"
2020,Lincoln Tunnel,Mar,"813,745"
2020,Lincoln Tunnel,Apr,"383,971"
2020,Lincoln Tunnel,May,"609,548"
2020,Lincoln Tunnel,Jun,"812,672"
2020,Lincoln Tunnel,Jul,"989,456"
2020,Lincoln Tunnel,Aug,"1,130,222"
2020,Lincoln Tunnel,Sep,"1,123,701"
2020,Lincoln Tunnel,Oct,"1,198,572"
2020,Lincoln Tunnel,Nov,"1,067,069"
2020,Lincoln Tunnel,Dec,"1,065,246"
2020,Holland Tunnel,Jan,"1,205,160"
2020,Holland Tunnel,Feb,"1,179,009"
2020,Holland Tunnel,Mar,"872,813"
2020,Holland Tunnel,Apr,"426,493"
2020,Holland Tunnel,May,"667,543"
2020,Holland Tunnel,Jun,"809,884"
2020,Holland Tunnel,Jul,"940,543"
2020,Holland Tunnel,Aug,"1,012,757"
2020,Holland Tunnel,Sep,"992,203"
2020,Holland Tunnel,Oct,"1,034,668"
2020,Holland Tunnel,Nov,"954,977"
2020,Holland Tunnel,Dec,"965,635"
2020,Goethals Bridge,Jan,"1,245,951"
2020,Goethals Bridge,Feb,"1,225,161"
2020,Goethals Bridge,Mar,"940,770"
2020,Goethals Bridge,Apr,"486,631"
2020,Goethals Bridge,May,"796,197"
2020,Goethals Bridge,Jun,"1,053,083"
2020,Goethals Bridge,Jul,"1,233,205"
2020,Goethals Bridge,Aug,"1,303,366"
2020,Goethals Bridge,Sep,"1,244,659"
2020,Goethals Bridge,Oct,"1,201,319"
2020,Goethals Bridge,Nov,"1,159,532"
2020,Goethals Bridge,Dec,"1,110,455"
2020,Outerbridge Crossing,Jan,"1,114,798"
2020,Outerbridge Crossing,Feb,"1,069,002"
2020,Outerbridge Crossing,Mar,"834,006"
2020,Outerbridge Crossing,Apr,"491,532"
2020,Outerbridge Crossing,May,"767,002"
2020,Outerbridge Crossing,Jun,"1,001,170"
2020,Outerbridge Crossing,Jul,"1,134,417"
2020,Outerbridge Crossing,Aug,"1,188,595"
2020,Outerbridge Crossing,Sep,"1,128,038"
2020,Outerbridge Crossing,Oct,"1,142,599"
2020,Outerbridge Crossing,Nov,"997,380"
2020,Outerbridge Crossing,Dec,"964,342"
2020,Bayonne Bridge,Jan,"62,595"
2020,Bayonne Bridge,Feb,"51,134"
2020,Bayonne Bridge,Mar,"6,570"
2020,Bayonne Bridge,Apr,"127,847"
2020,Bayonne Bridge,May,"178,710"
2020,Bayonne Bridge,Jun,"219,571"
2020,Bayonne Bridge,Jul,"242,623"
2020,Bayonne Bridge,Aug,"257,493"
2020,Bayonne Bridge,Sep,"252,268"
2020,Bayonne Bridge,Oct,"277,849"
2020,Bayonne Bridge,Nov,"37,794"
2020,Bayonne Bridge,Dec,"224,968"
2021,Bayonne Bridge,Jan,"7,523,213"
2021,Bayonne Bridge,Feb,"6,381,651"
2021,Bayonne Bridge,Mar,"8,424,052"
2021,Bayonne Bridge,Apr,"8,578,752"
2021,Bayonne Bridge,May,"9,367,853"
2021,Bayonne Bridge,Jun,"9,535,539"
2021,Bayonne Bridge,Jul,"9,870,864"
2021,Bayonne Bridge,Aug,"9,820,421"
2021,Bayonne Bridge,Sep,"9,135,062"
2021,Bayonne Bridge,Oct,"9,574,846"
2021,Bayonne Bridge,Nov,"9,222,246"
2021,Bayonne Bridge,Dec,"9,070,930"
2021,George Washington Bridge,Jan,"3,269,623"
2021,George Washington Bridge,Feb,"2,786,273"
2021,George Washington Bridge,Mar,"3,636,798"
2021,George Washington Bridge,Apr,"3,651,427"
2021,George Washington Bridge,May,"4,001,441"
2021,George Washington Bridge,Jun,"4,035,022"
2021,George Washington Bridge,Jul,"4,275,323"
2021,George Washington Bridge,Aug,"4,216,928"
2021,George Washington Bridge,Sep,"3,786,482"
2021,George Washington Bridge,Oct,"3,894,911"
2021,George Washington Bridge,Nov,"3,808,915"
2021,George Washington Bridge,Dec,"3,743,945"
2021,Lincoln Tunnel,Jan,"1,028,403"
2021,Lincoln Tunnel,Feb,"884,903"
2021,Lincoln Tunnel,Mar,"1,212,214"
2021,Lincoln Tunnel,Apr,"1,264,320"
2021,Lincoln Tunnel,May,"1,360,862"
2021,Lincoln Tunnel,Jun,"1,395,132"
2021,Lincoln Tunnel,Jul,"1,409,921"
2021,Lincoln Tunnel,Aug,"1,406,138"
2021,Lincoln Tunnel,Sep,"1,392,837"
2021,Lincoln Tunnel,Oct,"1,495,687"
2021,Lincoln Tunnel,Nov,"1,409,039"
2021,Lincoln Tunnel,Dec,"1,372,296"
2021,Holland Tunnel,Jan,"963,279"
2021,Holland Tunnel,Feb,"820,638"
2021,Holland Tunnel,Mar,"1,082,540"
2021,Holland Tunnel,Apr,"1,093,580"
2021,Holland Tunnel,May,"1,174,731"
2021,Holland Tunnel,Jun,"1,204,116"
2021,Holland Tunnel,Jul,"1,201,737"
2021,Holland Tunnel,Aug,"1,211,681"
2021,Holland Tunnel,Sep,"1,189,889"
2021,Holland Tunnel,Oct,"1,263,268"
2021,Holland Tunnel,Nov,"1,226,805"
2021,Holland Tunnel,Dec,"1,215,364"
2021,Goethals Bridge,Jan,"1,090,197"
2021,Goethals Bridge,Feb,"915,546"
2021,Goethals Bridge,Mar,"1,201,208"
2021,Goethals Bridge,Apr,"1,234,266"
2021,Goethals Bridge,May,"1,335,222"
2021,Goethals Bridge,Jun,"1,343,914"
2021,Goethals Bridge,Jul,"1,420,866"
2021,Goethals Bridge,Aug,"1,428,752"
2021,Goethals Bridge,Sep,"1,326,644"
2021,Goethals Bridge,Oct,"1,379,662"
2021,Goethals Bridge,Nov,"1,317,656"
2021,Goethals Bridge,Dec,"1,322,538"
2021,Outerbridge Crossing,Jan,"952,741"
2021,Outerbridge Crossing,Feb,"791,337"
2021,Outerbridge Crossing,Mar,"1,050,460"
2021,Outerbridge Crossing,Apr,"1,082,456"
2021,Outerbridge Crossing,May,"1,199,717"
2021,Outerbridge Crossing,Jun,"1,238,596"
2021,Outerbridge Crossing,Jul,"1,250,174"
2021,Outerbridge Crossing,Aug,"1,235,441"
2021,Outerbridge Crossing,Sep,"1,128,760"
2021,Outerbridge Crossing,Oct,"1,198,656"
2021,Outerbridge Crossing,Nov,"1,132,915"
2021,Outerbridge Crossing,Dec,"1,119,508"
2021,Bayonne Bridge,Jan,"218,970"
2021,Bayonne Bridge,Feb,"182,954"
2021,Bayonne Bridge,Mar,"240,832"
2021,Bayonne Bridge,Apr,"52,703"
2021,Bayonne Bridge,May,"95,880"
2021,Bayonne Bridge,Jun,"18,759"
2021,Bayonne Bridge,Jul,"12,843"
2021,Bayonne Bridge,Aug,"21,481"
2021,Bayonne Bridge,Sep,"310,450"
2021,Bayonne Bridge,Oct,"42,662"
2021,Bayonne Bridge,Nov,"326,916"
2021,Bayonne Bridge,Dec,"97,279"
2022,Bayonne Bridge,Jan,"7,603,937"
2022,Bayonne Bridge,Feb,"7,995,480"
2022,Bayonne Bridge,Mar,"9,114,308"
2022,Bayonne Bridge,Apr,"9,247,628"
2022,Bayonne Bridge,May,"9,733,518"
2022,Bayonne Bridge,Jun,"9,668,775"
2022,Bayonne Bridge,Jul,"9,881,991"
2022,Bayonne Bridge,Aug,"9,910,427"
2022,Bayonne Bridge,Sep,"9,403,585"
2022,Bayonne Bridge,Oct,"9,538,144"
2022,Bayonne Bridge,Nov,"9,150,272"
2022,Bayonne Bridge,Dec,"9,384,984"
2022,George Washington Bridge,Jan,"3,190,102"
2022,George Washington Bridge,Feb,"3,290,088"
2022,George Washington Bridge,Mar,"3,719,260"
2022,George Washington Bridge,Apr,"3,801,252"
2022,George Washington Bridge,May,"4,026,955"
2022,George Washington Bridge,Jun,"3,982,680"
2022,George Washington Bridge,Jul,"4,112,758"
2022,George Washington Bridge,Aug,"4,113,329"
2022,George Washington Bridge,Sep,"3,848,803"
2022,George Washington Bridge,Oct,"3,903,529"
2022,George Washington Bridge,Nov,"3,759,337"
2022,George Washington Bridge,Dec,"3,846,165"
2022,Lincoln Tunnel,Jan,"1,135,056"
2022,Lincoln Tunnel,Feb,"1,250,149"
2022,Lincoln Tunnel,Mar,"1,481,852"
2022,Lincoln Tunnel,Apr,"1,466,856"
2022,Lincoln Tunnel,May,"1,512,587"
2022,Lincoln Tunnel,Jun,"1,502,968"
2022,Lincoln Tunnel,Jul,"1,498,193"
2022,Lincoln Tunnel,Aug,"1,531,902"
2022,Lincoln Tunnel,Sep,"1,463,702"
2022,Lincoln Tunnel,Oct,"1,493,928"
2022,Lincoln Tunnel,Nov,"1,411,185"
2022,Lincoln Tunnel,Dec,"1,433,393"
2022,Holland Tunnel,Jan,"1,013,607"
2022,Holland Tunnel,Feb,"1,054,205"
2022,Holland Tunnel,Mar,"1,194,854"
2022,Holland Tunnel,Apr,"1,188,428"
2022,Holland Tunnel,May,"1,238,209"
2022,Holland Tunnel,Jun,"1,225,393"
2022,Holland Tunnel,Jul,"1,235,817"
2022,Holland Tunnel,Aug,"1,231,615"
2022,Holland Tunnel,Sep,"1,215,551"
2022,Holland Tunnel,Oct,"1,238,376"
2022,Holland Tunnel,Nov,"1,208,795"
2022,Holland Tunnel,Dec,"1,254,687"
2022,Goethals Bridge,Jan,"1,096,469"
2022,Goethals Bridge,Feb,"1,169,475"
2022,Goethals Bridge,Mar,"1,305,835"
2022,Goethals Bridge,Apr,"1,351,885"
2022,Goethals Bridge,May,"1,419,455"
2022,Goethals Bridge,Jun,"1,385,305"
2022,Goethals Bridge,Jul,"1,441,826"
2022,Goethals Bridge,Aug,"1,413,203"
2022,Goethals Bridge,Sep,"1,374,438"
2022,Goethals Bridge,Oct,"1,369,221"
2022,Goethals Bridge,Nov,"1,316,856"
2022,Goethals Bridge,Dec,"1,357,658"
2022,Outerbridge Crossing,Jan,"933,625"
2022,Outerbridge Crossing,Feb,"982,402"
2022,Outerbridge Crossing,Mar,"1,125,416"
2022,Outerbridge Crossing,Apr,"1,140,865"
2022,Outerbridge Crossing,May,"1,204,500"
2022,Outerbridge Crossing,Jun,"1,232,392"
2022,Outerbridge Crossing,Jul,"1,261,734"
2022,Outerbridge Crossing,Aug,"1,283,988"
2022,Outerbridge Crossing,Sep,"1,187,839"
2022,Outerbridge Crossing,Oct,"1,198,522"
2022,Outerbridge Crossing,Nov,"1,136,797"
2022,Outerbridge Crossing,Dec,"1,172,903"
2022,Bayonne Bridge,Jan,"235,078"
2022,Bayonne Bridge,Feb,"249,161"
2022,Bayonne Bridge,Mar,"287,091"
2022,Bayonne Bridge,Apr,"298,342"
2022,Bayonne Bridge,May,"331,812"
2022,Bayonne Bridge,Jun,"340,037"
2022,Bayonne Bridge,Jul,"331,663"
2022,Bayonne Bridge,Aug,"336,390"
2022,Bayonne Bridge,Sep,"313,252"
2022,Bayonne Bridge,Oct,"334,568"
2022,Bayonne Bridge,Nov,"317,302"
2022,Bayonne Bridge,Dec,"320,178"
2023,Bayonne Bridge,Jan,"8,833,560"
2023,Bayonne Bridge,Feb,"8,147,835"
2023,Bayonne Bridge,Mar,"9,214,076"
2023,Bayonne Bridge,Apr,"9,212,508"
2023,Bayonne Bridge,May,"9,814,404"
2023,Bayonne Bridge,Jun,"9,660,130"
2023,Bayonne Bridge,Jul,"9,930,808"
2023,Bayonne Bridge,Aug,"9,902,452"
2023,Bayonne Bridge,Sep,"9,197,289"
2023,Bayonne Bridge,Oct,"9,551,153"
2023,Bayonne Bridge,Nov,"9,218,513"
2023,Bayonne Bridge,Dec,"9,497,284"
2023,George Washington Bridge,Jan,"3,682,717"
2023,George Washington Bridge,Feb,"3,374,937"
2023,George Washington Bridge,Mar,"3,748,618"
2023,George Washington Bridge,Apr,"3,775,652"
2023,George Washington Bridge,May,"3,976,208"
2023,George Washington Bridge,Jun,"3,934,865"
2023,George Washington Bridge,Jul,"4,121,023"
2023,George Washington Bridge,Aug,"4,079,071"
2023,George Washington Bridge,Sep,"3,751,767"
2023,George Washington Bridge,Oct,"3,892,055"
2023,George Washington Bridge,Nov,"3,778,766"
2023,George Washington Bridge,Dec,"3,903,446"
2023,Lincoln Tunnel,Jan,"1,333,451"
2023,Lincoln Tunnel,Feb,"1,212,408"
2023,Lincoln Tunnel,Mar,"1,404,622"
2023,Lincoln Tunnel,Apr,"1,350,572"
2023,Lincoln Tunnel,May,"1,476,545"
2023,Lincoln Tunnel,Jun,"1,403,948"
2023,Lincoln Tunnel,Jul,"1,403,779"
2023,Lincoln Tunnel,Aug,"1,448,787"
2023,Lincoln Tunnel,Sep,"1,382,148"
2023,Lincoln Tunnel,Oct,"1,424,032"
2023,Lincoln Tunnel,Nov,"1,341,207"
2023,Lincoln Tunnel,Dec,"1,364,413"
2023,Holland Tunnel,Jan,"1,170,217"
2023,Holland Tunnel,Feb,"1,126,812"
2023,Holland Tunnel,Mar,"1,281,823"
2023,Holland Tunnel,Apr,"1,272,587"
2023,Holland Tunnel,May,"1,343,776"
2023,Holland Tunnel,Jun,"1,310,802"
2023,Holland Tunnel,Jul,"1,293,799"
2023,Holland Tunnel,Aug,"1,295,833"
2023,Holland Tunnel,Sep,"1,247,446"
2023,Holland Tunnel,Oct,"1,287,146"
2023,Holland Tunnel,Nov,"1,260,070"
2023,Holland Tunnel,Dec,"1,310,810"
2023,Goethals Bridge,Jan,"1,285,082"
2023,Goethals Bridge,Feb,"1,185,497"
2023,Goethals Bridge,Mar,"1,335,915"
2023,Goethals Bridge,Apr,"1,350,446"
2023,Goethals Bridge,May,"1,395,053"
2023,Goethals Bridge,Jun,"1,396,079"
2023,Goethals Bridge,Jul,"1,464,133"
2023,Goethals Bridge,Aug,"1,445,425"
2023,Goethals Bridge,Sep,"1,340,821"
2023,Goethals Bridge,Oct,"1,394,503"
2023,Goethals Bridge,Nov,"1,347,093"
2023,Goethals Bridge,Dec,"1,377,745"
2023,Outerbridge Crossing,Jan,"1,086,858"
2023,Outerbridge Crossing,Feb,"999,049"
2023,Outerbridge Crossing,Mar,"1,151,705"
2023,Outerbridge Crossing,Apr,"1,165,184"
2023,Outerbridge Crossing,May,"1,266,210"
2023,Outerbridge Crossing,Jun,"1,266,862"
2023,Outerbridge Crossing,Jul,"1,296,313"
2023,Outerbridge Crossing,Aug,"1,293,767"
2023,Outerbridge Crossing,Sep,"1,168,260"
2023,Outerbridge Crossing,Oct,"1,222,543"
2023,Outerbridge Crossing,Nov,"1,166,839"
2023,Outerbridge Crossing,Dec,"1,213,203"
2023,Bayonne Bridge,Jan,"275,235"
2023,Bayonne Bridge,Feb,"249,132"
2023,Bayonne Bridge,Mar,"291,393"
2023,Bayonne Bridge,Apr,"298,067"
2023,Bayonne Bridge,May,"356,612"
2023,Bayonne Bridge,Jun,"347,574"
2023,Bayonne Bridge,Jul,"351,761"
2023,Bayonne Bridge,Aug,"339,569"
2023,Bayonne Bridge,Sep,"306,847"
2023,Bayonne Bridge,Oct,"330,874"
2023,Bayonne Bridge,Nov,"324,538"
2023,Bayonne Bridge,Dec,"327,667"
2024,Bayonne Bridge,Jan,"8,415,266"
2024,Bayonne Bridge,Feb,"8,311,615"
2024,Bayonne Bridge,Mar,"9,223,498"
2024,Bayonne Bridge,Apr,"9,107,817"
2024,Bayonne Bridge,May,"9,721,620"
2024,Bayonne Bridge,Jun,"9,697,277"
2024,Bayonne Bridge,Jul,"9,753,988"
2024,Bayonne Bridge,Aug,"9,776,034"
2024,Bayonne Bridge,Sep,"9,328,932"
2024,Bayonne Bridge,Oct,"9,619,698"
2024,Bayonne Bridge,Nov,"9,208,864"
2024,Bayonne Bridge,Dec,"9,536,454"
2024,George Washington Bridge,Jan,"3,476,222"
2024,George Washington Bridge,Feb,"3,412,731"
2024,George Washington Bridge,Mar,"3,760,713"
2024,George Washington Bridge,Apr,"3,724,379"
2024,George Washington Bridge,May,"3,934,990"
2024,George Washington Bridge,Jun,"3,935,993"
2024,George Washington Bridge,Jul,"4,015,769"
2024,George Washington Bridge,Aug,"3,950,736"
2024,George Washington Bridge,Sep,"3,734,676"
2024,George Washington Bridge,Oct,"3,899,897"
2024,George Washington Bridge,Nov,"3,775,113"
2024,George Washington Bridge,Dec,"3,899,700"
2024,Lincoln Tunnel,Jan,"1,225,543"
2024,Lincoln Tunnel,Feb,"1,217,559"
2024,Lincoln Tunnel,Mar,"1,368,943"
2024,Lincoln Tunnel,Apr,"1,345,618"
2024,Lincoln Tunnel,May,"1,441,254"
2024,Lincoln Tunnel,Jun,"1,399,173"
2024,Lincoln Tunnel,Jul,"1,363,933"
2024,Lincoln Tunnel,Aug,"1,410,989"
2024,Lincoln Tunnel,Sep,"1,399,025"
2024,Lincoln Tunnel,Oct,"1,436,004"
2024,Lincoln Tunnel,Nov,"1,324,217"
2024,Lincoln Tunnel,Dec,"1,348,481"
2024,Holland Tunnel,Jan,"1,167,603"
2024,Holland Tunnel,Feb,"1,155,517"
2024,Holland Tunnel,Mar,"1,282,671"
2024,Holland Tunnel,Apr,"1,252,696"
2024,Holland Tunnel,May,"1,321,920"
2024,Holland Tunnel,Jun,"1,297,693"
2024,Holland Tunnel,Jul,"1,292,870"
2024,Holland Tunnel,Aug,"1,322,009"
2024,Holland Tunnel,Sep,"1,286,285"
2024,Holland Tunnel,Oct,"1,327,274"
2024,Holland Tunnel,Nov,"1,265,722"
2024,Holland Tunnel,Dec,"1,327,734"
2024,Goethals Bridge,Jan,"1,226,564"
2024,Goethals Bridge,Feb,"1,215,077"
2024,Goethals Bridge,Mar,"1,328,027"
2024,Goethals Bridge,Apr,"1,330,228"
2024,Goethals Bridge,May,"1,448,068"
2024,Goethals Bridge,Jun,"1,449,078"
2024,Goethals Bridge,Jul,"1,472,209"
2024,Goethals Bridge,Aug,"1,461,604"
2024,Goethals Bridge,Sep,"1,333,418"
2024,Goethals Bridge,Oct,"1,400,313"
2024,Goethals Bridge,Nov,"1,342,680"
2024,Goethals Bridge,Dec,"1,401,223"
2024,Outerbridge Crossing,Jan,"1,046,228"
2024,Outerbridge Crossing,Feb,"1,041,623"
2024,Outerbridge Crossing,Mar,"1,171,763"
2024,Outerbridge Crossing,Apr,"1,144,559"
2024,Outerbridge Crossing,May,"1,225,514"
2024,Outerbridge Crossing,Jun,"1,255,809"
2024,Outerbridge Crossing,Jul,"1,266,863"
2024,Outerbridge Crossing,Aug,"1,280,563"
2024,Outerbridge Crossing,Sep,"1,213,874"
2024,Outerbridge Crossing,Oct,"1,205,789"
2024,Outerbridge Crossing,Nov,"1,163,430"
2024,Outerbridge Crossing,Dec,"1,215,326"
2024,Bayonne Bridge,Jan,"273,106"
2024,Bayonne Bridge,Feb,"269,108"
2024,Bayonne Bridge,Mar,"311,381"
2024,Bayonne Bridge,Apr,"310,337"
2024,Bayonne Bridge,May,"349,874"
2024,Bayonne Bridge,Jun,"359,531"
2024,Bayonne Bridge,Jul,"342,344"
2024,Bayonne Bridge,Aug,"350,133"
2024,Bayonne Bridge,Sep,"361,654"
2024,Bayonne Bridge,Oct,"350,421"
2024,Bayonne Bridge,Nov,"337,702"
2024,Bayonne Bridge,Dec,"343,990"
2025,Bayonne Bridge,Jan,"8,340,612"
2025,Bayonne Bridge,Feb,"7,732,875"
2025,Bayonne Bridge,Mar,"9,147,352"
2025,Bayonne Bridge,Apr,"9,055,022"
2025,Bayonne Bridge,May,"9,768,957"
2025,Bayonne Bridge,Jun,"9,541,381"
2025,Bayonne Bridge,Jul,"9,783,173"
2025,Bayonne Bridge,Aug,"9,992,425"
2025,Bayonne Bridge,Sep,"9,302,537"
2025,Bayonne Bridge,Oct,"9,464,967"
2025,Bayonne Bridge,Nov,"9,218,011"
2025,Bayonne Bridge,Dec,"9,239,845"
2025,George Washington Bridge,Jan,"3,515,778"
2025,George Washington Bridge,Feb,"3,231,728"
2025,George Washington Bridge,Mar,"3,800,683"
2025,George Washington Bridge,Apr,"3,754,742"
2025,George Washington Bridge,May,"4,027,271"
2025,George Washington Bridge,Jun,"3,911,105"
2025,George Washington Bridge,Jul,"4,075,433"
2025,George Washington Bridge,Aug,"4,157,650"
2025,George Washington Bridge,Sep,"3,831,238"
2025,George Washington Bridge,Oct,"3,893,123"
2025,George Washington Bridge,Nov,"3,834,242"
